"rhail_code","rhail_codedefinitionid","rhail_codetype","rhail_definition","importsequencenumber","statuscode","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","owningbusinessunit"
"M102","8a66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Service not performed on equipment approved by the FDA for this purpose.
","","1","0","","","31471139","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M100","8966688c-e2d1-ef11-8eea-6045bd0484af","984780001","We do not pay for an oral anti-emetic drug that is not administered for use immediately before, at, or within 48 hours of administration of a covered chemotherapy drug.
","","1","0","","","31471138","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M97","8766688c-e2d1-ef11-8eea-6045bd0484af","984780001","Not paid to practitioner when provided to patient in this place of service. Payment included in the reimbursement issued the facility.
","","1","0","","","31471136","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M96","8666688c-e2d1-ef11-8eea-6045bd0484af","984780001","The technical component of a service furnished to an inpatient may only be billed by that inpatient facility. You must contact the inpatient facility for technical component reimbursement. If not already billed, you should bill us for the professional component only.
","","1","0","","","31471135","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M95","8566688c-e2d1-ef11-8eea-6045bd0484af","984780001","Services subjected to Home Health Initiative medical review/cost report audit.
","","1","0","","","31471134","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M94","8466688c-e2d1-ef11-8eea-6045bd0484af","984780001","Information supplied does not support a break in therapy. A new capped rental period will not begin.
","","1","0","","","31471133","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M93","8366688c-e2d1-ef11-8eea-6045bd0484af","984780001","Information supplied supports a break in therapy. A new capped rental period began with delivery of this equipment.
","","1","0","","","31471132","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M91","8266688c-e2d1-ef11-8eea-6045bd0484af","984780001","Lab procedures with different CLIA certification numbers must be billed on separate claims.
","","1","0","","","31471131","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M90","8166688c-e2d1-ef11-8eea-6045bd0484af","984780001","Not covered more than once in a 12 month period.
","","1","0","","","31471130","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M89","8066688c-e2d1-ef11-8eea-6045bd0484af","984780001","Not covered more than once under age 40.
","","1","0","","","31471129","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M87","7f66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Claim/service(s) subjected to CFO-CAP prepayment review.
","","1","0","","","31471128","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M85","7d66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Subjected to review of physician evaluation and management services.
","","1","0","","","31471126","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M83","7b66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Service is not covered unless the patient is classified as at high risk.
","","1","0","","","31471124","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M82","7a66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Service is not covered when patient is under age 50.
","","1","0","","","31471123","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M71","7166688c-e2d1-ef11-8eea-6045bd0484af","984780001","Total payment reduced due to overlap of tests billed.
","","1","0","","","31471114","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M66","6d66688c-e2d1-ef11-8eea-6045bd0484af","984780001","Our records indicate that you billed diagnostic tests subject to price limitations and the procedure code submitted includes a professional component. Only the technical component is subject to price limitations. Please submit the technical and professional components of this service as separate line items.
","","1","0","","","31471110","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M65","6c66688c-e2d1-ef11-8eea-6045bd0484af","984780001","One interpreting physician charge can be submitted per claim when a purchased diagnostic test is indicated. Please submit a separate claim for each interpreting physician.
","","1","0","","","31471109","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M61","6966688c-e2d1-ef11-8eea-6045bd0484af","984780001","We cannot pay for this as the approval period for the FDA clinical trial has expired.
","","1","0","","","31471106","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M55","6566688c-e2d1-ef11-8eea-6045bd0484af","984780001","We do not pay for self-administered anti-emetic drugs that are not administered with a covered oral anti-cancer drug.
","","1","0","","","31471101","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M42","5866688c-e2d1-ef11-8eea-6045bd0484af","984780001","The medical necessity form must be personally signed by the attending physician.
","","1","0","","","31471090","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M41","5766688c-e2d1-ef11-8eea-6045bd0484af","984780001","We do not pay for this as the patient has no legal obligation to pay for this.
","","1","0","","","31471089","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M40","5666688c-e2d1-ef11-8eea-6045bd0484af","984780001","Claim must be assigned and must be filed by the practitioner's employer.
","","1","0","","","31471088","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M28","4d66688c-e2d1-ef11-8eea-6045bd0484af","984780001","This does not qualify for payment under Part B when Part A coverage is exhausted or not otherwise available.
","","1","0","","","31471079","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M17","95006f86-e2d1-ef11-8eea-6045bd0484af","984780001","Alert: Payment approved as you did not know, and could not reasonably have been expected to know, that this would not normally have been covered for this patient. In the future, you will be liable for charges for the same service(s) under the same or similar conditions.
 | Last Modified: 04/01/2007
Notes: (Modified 4/1/07)","","1","0","","","31471067","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M15","90006f86-e2d1-ef11-8eea-6045bd0484af","984780001","Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.
","","1","0","","","31471065","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M14","8e006f86-e2d1-ef11-8eea-6045bd0484af","984780001","No separate payment for an injection administered during an office visit, and no payment for a full office visit if the patient only received an injection.
","","1","0","","","31471064","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M13","8d006f86-e2d1-ef11-8eea-6045bd0484af","984780001","Only one initial visit is covered per specialty per medical group.","","1","0","","","31471063","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M12","8c006f86-e2d1-ef11-8eea-6045bd0484af","984780001","Diagnostic tests performed by a physician must indicate whether purchased services are included on the claim.
","","1","0","","","31471062","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M11","8b006f86-e2d1-ef11-8eea-6045bd0484af","984780001","DME, orthotics and prosthetics must be billed to the DME carrier who services the patient's zip code.
","","1","0","","","31471061","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M10","8a006f86-e2d1-ef11-8eea-6045bd0484af","984780001","Equipment purchases are limited to the first or the tenth month of medical necessity.
","","1","0","","","31471060","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"M8","83006f86-e2d1-ef11-8eea-6045bd0484af","984780001","We do not accept blood gas tests results when the test was conducted by a medical supplier or taken while the patient is on oxygen.
","","1","0","","","31471058","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"294","84b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Payment made to attorney.
  ","","1","0","","","31471057","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"292","82b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim received by the medical plan, but benefits not available under this plan. Claim has been forwarded to the patient's pharmacy plan for further consideration.
  
Notes: Use CARC 280 if the claim was not forwarded.","","1","0","","","31471056","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"289","7fb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Services considered under the dental and medical plans, benefits not available.
  
Notes: Also see CARCs 254, 270 and 280.","","1","0","","","31471053","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"288","7eb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Referral absent
  ","","1","0","","","31471052","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"287","7db87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Referral exceeded
  ","","1","0","","","31471051","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"286","7cb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Appeal time limits not met
  ","","1","0","","","31471050","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"285","7bb87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Appeal procedures not followed
  ","","1","0","","","31471049","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"284","7ab87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Precertification/authorization/notification/pre-treatment number may be valid but does not apply to the billed services.
  ","","1","0","","","31471048","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"283","79b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Attending provider is not eligible to provide direction of care.
  ","","1","0","","","31471047","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"258","60b87986-e2d1-ef11-8eea-6045bd02ffaa","984780000","Claim/service not covered when patient is in custody/incarcerated. Applicable federal, state or local authority may cover the claim/service.
 ","","1","0","","","31471046","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N798","f768aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Submit a void request for the original claim and resubmit a new claim.
  ","","1","0","","","31471041","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N797","f668aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid date qualifier.
  ","","1","0","","","31471040","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N796","f568aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Missing/incomplete/invalid Hemoglobin (Hb or Hgb) value.
  ","","1","0","","","31471039","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N795","f468aa93-e2d1-ef11-8eea-00224804c5e5","984780001","Item must be resubmitted as a purchase.
  ","","1","0","","","31471038","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N500","d3cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Medical Legal Report.
","","1","0","","","31471037","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N499","d2cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Medical Legal Report.
","","1","0","","","31471036","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N498","d1cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Medical Permanent Impairment or Disability Report.
","","1","0","","","31471035","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N497","d0cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Medical Permanent Impairment or Disability Report.
","","1","0","","","31471034","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N496","cfcb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Supplemental Medical Report.
","","1","0","","","31471033","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N495","cecb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Supplemental Medical Report.
","","1","0","","","31471032","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N494","cdcb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Doctor First Report of Injury.
","","1","0","","","31471031","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N493","cccb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Doctor First Report of Injury.
","","1","0","","","31471030","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N492","cbcb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Alert: A network provider may bill the member for this service if the member requested the service and agreed in writing, prior to receiving the service, to be financially responsible for the billed charge.
","","1","0","","","31471029","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N491","cacb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing/Incomplete/Invalid Exclusionary Rider Condition.
","","1","0","","","31471028","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N489","c8cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing referral form.
","","1","0","","","31471026","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N487","c6cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Prosthetics or Orthotics Certification.
","","1","0","","","31471024","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N486","c5cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Physical Therapy Certification.
","","1","0","","","31471023","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N485","c4cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Physical Therapy Certification.
","","1","0","","","31471022","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N481","c2cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Models.
","","1","0","","","31471020","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N480","c1cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Incomplete/invalid Explanation of Benefits (Coordination of Benefits or Medicare Secondary Payer).
","","1","0","","","31471019","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N479","c0cb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Explanation of Benefits (Coordination of Benefits or Medicare Secondary Payer).
","","1","0","","","31471018","dc5c7cb8-6921-ef11-840b-0022480a10b0"
"N477","becb5792-e2d1-ef11-8eea-000d3a5a8e45","984780001","Missing Dental Models.
","","1","0","","","31471016","dc5c7cb8-6921-ef11-840b-0022480a10b0"
